Brain,11280,84623,646951,114824,9293,5173,729956,84679,414328,84867,27115,57699,124925,9495,90161,10683,1007,1949,24141,10966,117154,22987,2788,23154,388394,2262,8601,23620,340120,5582,7480,5456,2774,120114,83550,54550,27328,5153,777,7087,57180,375607,3362,114900,389197,132204,116372,400745,11061,85397,645191,654790,30820,3352,2558,2557,84062,22986,100131390,100131244,134548,10777,50801,202559,2560,2850,1750,3358,57554,347730,793,5179,79012,1812,221692,7471,1814,3617,9381,168002,23415,23531,56341,140679,2572,56097,4986,386618,2830,25907,344758,404217,54886,79948,7067,3739,1690,389075,6496,1428,27092
Brain,11280,3754,956,84264,9283,222537,64850,93145,5121,150946,253982,84867,25791,84439,219287,10636,1607,6506,84735,23551,2637,2788,79870,388394,2262,8601,93377,51046,6539,79006,5860,283999,84152,94097,10815,390205,79885,54112,57348,5153,9865,1103,23209,54329,10858,10776,3362,114900,8787,3766,3770,258,4504,10215,646658,51704,135,100131390,6330,10777,3208,1750,84466,9480,375704,221061,5530,11255,1812,1813,6863,9381,6572,41,168002,23415,2138,91768,146330,2830,63982,1325,25907,10846,51148,404217,610,79734,25769,25876,654429,4900,6017,1471,2913,22979,84249,389075,6496,27092,79085
Brain,11280,55879,135152,8403,114824,2906,6664,408263,116443,6750,7857,4062,10381,6623,340529,84634,30010,645974,644139,390616,644596,6538,256130,6121,200728,283953,64211,196051,59353,1258,388015,115827,728116,797,5865,326,83259,219527,54551,57526,799,6656,6335,22876,389549,402117,2556,5178,6870,4675,23544,266812,57626,50632,11041,9001,55026,140689,3266,1745,43,170261,5122,59336,59335,2897,794,9143,6328,3060,387129,9427,27023,147670,219409,100507341,4986,58157,2567,3062,116,7425,551,84684,399697,285093,338645,9077,80319,9718,8153,2741,2742,10687,2917,92737,4160,57084,57687,114788,387804
Brain,11280,5129,643965,333,4340,10507,220416,57471,222166,79817,284293,9638,6900,135924,8502,1133,58473,118442,122060,84735,56896,50859,58476,5305,4821,89853,23232,84504,23632,20,9705,85315,1838,79957,124222,2670,23621,79152,4099,8871,2263,2824,1267,3231,81551,154215,9770,2342,4155,10085,118738,3766,116173,10314,123606,22933,54443,55861,51555,27242,7018,9771,85445,9514,23446,5653,8682,4336,5046,60484,56895,57165,7368,9717,64077,9053,54149,8537,54033,65108,2861,6285,114793,2123,23241,5354,3996,745,56650,256472,11342,54893,115584,66008,7846,55314,150356,5638,57571,29119,133121
Brain,11280,170961,10716,885,29944,2902,10439,145581,57497,6804,1128,154790,23072,254122,57026,3798,57524,84435,66004,727857,399947,388662,8514,8525,253314,5575,727800,642968,503542,84446,5864,8448,9478,114794,51701,51172,84539,9783,27012,57795,389812,402381,8193,9840,85300,145773,22895,26290,9568,30818,136227,84894,84968,6853,79007,3787,9751,3788,758,3706,128434,5297,53822,23518,11069,147381,53358,747,11122,4985,23031,23349,64101,83988,126567,26038,404037,150726,547,146664,51560,29993,25830,23416,10361,90249,25758,9177,11113,4130,575,576,57172,132112,815,4900,2912,23101,23316,10368,3761
Brain,11280,222183,84530,100271715,90668,7089,339488,146713,1159,4661,2905,440829,85455,116983,326624,130733,64137,392862,6511,1951,346702,402665,8497,7732,642597,283870,124842,9671,9196,8822,6534,30012,161497,3975,2196,1013,343702,5816,400224,23255,773,100288142,140710,2248,339302,10893,9677,64405,23380,440730,117532,869,4992,26249,5080,51764,57396,146325,643866,343472,56751,138307,3746,51305,84465,341880,4761,114088,90525,23263,10612,29906,5015,50614,390598,285888,9515,4185,2020,340260,85416,153090,388228,57679,8786,7783,729665,266727,5310,10645,6543,27445,284339,2914,123591,57732,7547,84107,7546,146429,2563
Brain,11280,643965,2044,4340,5101,27087,28996,57471,94122,222166,57698,254263,324,220164,9738,144811,6900,26012,23467,4062,219287,118442,105,122060,84735,114792,7143,50859,5305,56899,5582,93377,84929,4974,8525,165257,1740,283999,6579,7681,285800,81849,2258,2890,54899,164633,94015,1267,64399,84899,81551,27319,2246,10814,154215,10522,3780,400961,55079,118738,116448,10215,3350,23544,8577,50944,51555,83552,51704,11069,50801,8739,23321,63974,3423,116154,11076,58512,23416,2861,54207,131096,121601,2281,5027,2123,4142,51104,51148,745,443,50674,285093,54886,9890,815,55314,59283,57338,23413,375057
Brain,11280,2044,770,55884,10633,885,51440,23542,10439,116443,324,220164,221687,26012,10675,53942,23467,29106,9615,1501,1007,1337,220202,29844,57718,7143,389073,9256,11249,219736,414149,399668,389941,1740,9355,344901,94097,166752,2823,140767,57628,644070,83259,6529,114794,105378803,57795,10522,3780,55079,145773,2556,2555,4504,25924,57282,10718,56917,6854,50944,758,5274,11069,1745,53358,3747,23349,54958,126567,222553,375704,3423,4133,4685,51560,55800,1816,40,342977,2571,221074,51760,83851,374875,283209,83733,2596,165215,57528,1463,163404,55450,10687,9317,200407,23413,8507,1496,4897,26059,375057
Brain,11280,956,222537,64850,5121,57633,84867,84439,10636,1607,6506,5445,9495,152789,361,57464,1602,23551,2788,79870,2262,8601,23620,414149,340120,93377,51046,79006,5456,2774,501,84152,389158,390205,54112,57348,5153,340146,7101,1103,23209,54329,10858,10776,4693,8787,2555,654790,2557,258,8577,646658,1363,100131390,6330,10777,3208,1750,84466,9480,57554,375704,5530,55188,1812,6863,9381,23415,9211,2572,91768,2565,146330,11023,490,440145,63982,2281,1325,25907,10846,165215,404217,23236,79734,3443,25769,54886,25876,654429,6017,1471,2913,202151,84249,389075,6496,4160,124274,27092,79085
Brain,11280,84623,646951,9293,5173,6664,729956,84679,414328,167410,84867,219287,9495,152789,90161,10683,64067,1949,24141,10966,22987,50859,2788,23154,388394,56899,8601,23620,7480,93377,4974,5456,2774,6579,431707,83550,54550,57348,27328,1103,777,3362,114900,389197,132204,128414,116372,11061,85397,654790,30820,3352,2558,56955,84062,375612,22986,23671,100131390,100131244,134548,10777,2850,1750,84466,3358,57554,347730,79012,1812,221692,7471,1814,3617,9381,6572,23415,64805,4914,140679,2572,4986,2565,386618,11023,245915,2830,344758,404217,54886,80758,79948,7067,3739,5521,1690,2913,6496,5158,114788,27092
Brain,11280,956,388419,9283,80150,28996,482,222537,64850,93145,5121,84867,219287,10636,1607,6506,6507,84735,23551,2637,50859,2788,79870,2262,8601,23620,414149,93377,4974,6539,79006,2774,5860,501,283999,84152,94097,285800,390205,79885,54112,57348,5153,9865,7101,1103,23209,10858,10776,1902,8787,2555,654790,3766,81628,3770,258,116448,4504,10215,646658,51704,135,6330,10777,3166,3208,1750,84466,375704,11255,9717,1812,1813,6572,41,23415,2138,54207,131096,91768,2830,63982,1325,10846,51148,730130,79734,3443,25769,23239,54886,654429,5521,6017,1690,1471,2913,202151,84249,27092
Artery,11280,55295,81,84904,387882,152330,1464,7094,4919,388630,64784,6093,6876,3371,104,10129,85407,1311,1004,4908,182,4162,9828,11034,7881,552,22936,4092,152,221935,10231,79649,4854,387763,79785,285671,57583,4026,7145,7052,283349,55118,3490,4603,80303,5358,5165,463,3678,57154,3351,2300,388,55740,9244,59,3398,339745,51285,80781,2303,25932,2296,54751,7373,57558,25802,389125,6451,1466,6915,55617,147906,6251,644538,5592,94274,4154,4916,26030,126374,8470,9096,344558,79974,4642,83892,5023,253827,9948,347902,25923,3741,9457,10974,5549,176,23493,337876,83604,3717
Brain,11280,222183,84530,100271715,90668,339488,1159,26035,4661,2905,85455,130733,392862,2035,6511,1951,346702,402665,8497,83698,7732,642597,127833,9671,84911,283554,8822,6534,161497,3975,2196,6326,343702,5816,400224,10842,23255,773,100288142,8913,140710,339302,10893,80036,9677,23380,440730,117532,869,26249,5080,51764,57396,814,146325,643866,343472,10178,3746,51305,84465,341880,5801,55636,2898,100131137,114088,90525,10690,285175,29906,767,5015,390598,85301,2895,285888,9515,4185,2020,85416,388228,57679,7783,729665,266727,5310,53616,10645,2911,27445,27443,284339,2914,123591,57732,7547,84107,7546,146429,134829
Brain,11280,170961,27087,10716,885,9951,2902,10439,145581,57497,6804,9758,107,23072,57026,3798,84435,121256,66004,727857,399947,253314,5575,727800,642968,9355,503542,166752,84446,9478,114794,51701,84539,9783,27012,5999,2903,57795,389812,402381,8193,9840,3780,85300,22895,26290,9568,55530,401994,136227,3350,84894,6853,79007,3787,3788,758,3706,5297,53822,23518,11069,147381,2849,53358,747,4985,23031,23349,5924,83988,126567,404037,150726,80059,146664,51560,29993,23416,27133,26033,25758,9177,4130,84871,575,576,57528,132112,815,4900,114798,23101,55450,23316,200407,8507,1496,57030,10368,3761
Brain,11280,401097,8543,170961,10716,885,10439,118427,5602,145581,57497,29106,154790,23072,3798,84435,6620,121256,727857,399947,6857,253152,253314,5575,642968,57628,2892,5864,64168,26289,9478,6096,51701,84539,9783,27012,5999,2903,57795,9840,6323,145773,22895,22891,26290,9568,2554,401994,136227,3354,4674,10718,84894,84968,11281,3787,3788,758,7447,5274,53822,222008,147381,26047,11122,4985,3747,83988,3356,404037,1996,146664,2832,9229,51560,7533,25830,27133,26033,25758,9177,2566,4753,4745,2596,2743,348980,613212,57528,815,4900,114798,23101,55450,200407,8507,1123,1496,4747,4741,3761
Brain,11280,222183,84530,10472,157848,339488,56934,146713,56253,1159,4661,2905,440829,85455,51807,326624,130733,205147,113091,5649,25837,402665,4884,8497,642597,57512,57144,93664,126520,6860,3751,127833,283554,30012,5570,3975,30813,343702,23255,773,140710,2248,10888,10893,22999,64405,2893,56140,25925,869,2559,2115,5080,814,146325,643866,343472,56751,3746,51305,84465,341880,9369,2898,9315,4761,90525,4760,56936,375567,56098,285888,2020,340260,85416,25806,7074,6014,4081,348487,57679,266727,3736,54769,53616,56884,10645,6543,2911,284339,2914,123591,5423,7547,84107,7545,1124,7546,100129480,3760,2563
Brain,11280,956,26232,9283,646951,222537,64850,5121,84867,25791,84439,10636,1607,6506,152789,361,284434,57464,23551,2788,23154,2262,8601,23620,414149,340120,79006,5454,5456,63827,84152,54550,390205,220296,54112,57348,5153,340146,9865,7101,23209,10858,10776,3362,117,114900,28316,4693,8787,11061,2555,654790,3352,2557,646658,1363,135,100131390,6330,10777,79781,3208,1750,9480,375704,221061,5530,55188,1812,6863,9381,168002,23415,2572,91768,2565,146330,11023,338567,2830,63982,2281,1325,25907,10846,4935,53342,404217,79734,25876,654429,100129128,85439,6017,2913,84249,389075,6496,27092,79085,5596
Brain,11280,84623,646951,9293,5173,729956,5121,84679,414328,84867,57699,124925,9495,152789,90161,10683,1949,24141,10966,117154,22987,2788,23154,388394,2262,8601,23620,340120,5582,7480,83855,5456,2774,84152,83550,54550,27328,777,7087,10858,57180,375607,3362,23640,114900,389197,132204,116372,400745,11061,85397,645191,654790,30820,3352,2558,2557,84062,22986,646658,100131390,100131244,134548,10777,50801,2850,1750,3358,57554,347730,5179,79012,1812,7471,1814,3617,9381,168002,196500,23415,5662,56341,140679,2572,4986,386618,2830,25907,344758,404217,54886,80758,79948,25876,7067,3739,1690,389075,6496,1428,27092
Brain,11280,3754,956,222537,64850,5121,253982,84867,25791,10636,1607,6506,152789,84735,10966,23551,2637,2788,79870,388394,8601,93377,51046,6539,79006,2774,5860,283999,84152,285800,10715,10815,390205,79885,54112,57348,5153,1103,23209,10858,10776,23640,114900,8787,3352,81628,258,4504,10215,646658,51704,135,100131390,6330,134548,10777,3208,374887,1750,84466,9480,375704,5530,5179,11255,1812,1813,6863,9381,6572,168002,23415,2138,2572,203190,221074,146330,2830,63982,2281,1325,10846,51148,404217,610,79734,25769,80758,25876,654429,4900,6017,1471,2913,22979,84249,389075,6496,27092,79085,5596
Brain,11280,55879,8403,114824,2906,6664,55997,408263,6750,7857,4062,23440,64111,94235,10381,6623,340529,84634,645974,644139,148281,644596,390259,347549,6538,256130,9607,6121,200728,283953,259236,64211,196051,1258,388015,115827,728116,326,83259,54551,345630,6658,799,6656,6335,22876,389549,402117,6870,266812,4159,50632,11041,9001,55026,3266,1745,43,170261,5122,7200,5020,59336,59335,2897,7345,794,9143,84109,3060,387129,9427,27023,147670,219409,100507341,58157,2567,3062,116,7425,2691,1392,551,84684,285093,338645,3067,9077,80319,9718,8153,2742,2917,94032,92737,4160,57084,57687,114788,387804
Artery,11280,8515,1462,4256,4969,283208,8516,3400,83643,2444,1404,2303,54751,101928788,165,57194,4982,8997,84168,2307,343450,4908,25902,119587,7076,5592,3485,94274,6909,4916,182,5740,84620,4958,633,55559,390243,79783,23213,26508,9096,54829,4642,1286,8510,56901,81578,2331,59352,4240,1842,1953,3075,10234,3741,5322,5154,1396,4052,4053,7058,420,56911,7052,2202,219348,3490,1240,9242,91179
Brain,11280,222183,10472,56934,27255,56253,26035,4661,2905,440829,85455,51807,326624,130733,5649,4884,8497,83698,7732,642597,57512,283870,647135,57144,93664,6860,3751,127833,80309,117177,283554,30012,5570,3975,30813,6326,23255,773,140710,2248,339302,22999,23380,440730,25925,6456,869,2559,2115,5080,814,3775,146325,643866,343472,56751,3746,51305,84465,341880,55636,9369,2898,9315,4761,90525,5015,4760,534,56936,375567,56098,285888,9515,2020,340260,85416,25806,7074,6014,4081,57679,7783,729665,3736,54769,53616,56884,10645,6543,2911,2914,123591,5423,84107,7545,1124,7546,3760,2563,134829
Brain,11280,643965,1142,7275,135152,388336,127687,28996,57471,5458,222166,57698,9638,144811,1298,497661,8502,93107,1133,58473,116534,105,729330,7143,50859,58476,5305,84504,23620,644139,79957,8128,6538,5454,2670,6121,5860,6579,6843,285800,196051,23630,9865,84457,2246,219527,257068,6531,1902,4155,729025,400961,6457,3763,56914,81628,8618,6094,201780,123606,116448,10215,221458,57626,55861,7054,50862,55026,5375,85445,5979,2849,4336,64077,80763,8537,6571,80227,27023,90933,79966,6285,728276,3062,56650,613212,730130,91369,338645,440097,115584,8153,2741,92737,57084,347475,4747,57571,4741,29119,4744
Brain,11280,770,10900,55884,8543,10716,885,23542,10439,116443,324,220164,57497,221687,26012,10675,23467,6804,154790,1501,3798,29844,57524,84435,9256,6620,644596,399668,8514,389941,8525,253314,5575,727800,642968,9355,4294,344901,94097,29114,84446,51286,9478,114794,55643,10522,5064,402381,8193,3780,55079,145773,2556,26290,3984,10718,56917,148014,6854,84894,84968,6853,50944,9751,758,5274,53822,11069,1745,53358,3747,23349,126567,150726,3423,4133,51560,29993,1816,25830,40,342977,10361,221074,374875,4130,2596,575,1463,815,398,57338,23101,55450,9317,200407,23413,8507,1496,57030,375057
Brain,11280,643965,2044,135152,64881,27087,388336,28996,222166,57698,254263,324,9738,6900,26012,23467,4062,26251,219287,9362,118442,105,122060,84735,114792,7143,50859,5305,131034,84504,5582,93377,84929,4974,5455,11033,8525,165257,5860,63827,283999,6579,7681,285800,81849,2258,10715,2890,164633,94015,1267,64399,65217,27319,7087,2246,10242,23313,3780,27345,400961,55079,30812,3763,11275,116448,10215,375612,387911,221458,51704,4326,3166,11069,50801,8739,23321,63974,56675,11007,116154,55800,2861,131096,84722,4142,51148,745,50674,57419,285093,256472,54886,815,22843,59283,57338,23413,57030,5158,9448
Artery,11280,130497,23281,8515,4256,22801,83690,133396,8404,152330,23189,11248,10875,93166,83468,9423,6422,4016,358,10516,222663,26032,221749,83872,4628,9122,84620,4958,151449,152,2669,2131,8510,2078,81578,4240,112609,55022,977,6581,84102,4054,4052,4053,2202,11010,114898,56172,79750,54360,3490,5358,100288695,93649,57619,1462,4969,4239,3680,4627,8516,23324,387758,1404,7166,2296,4881,54751,7373,2006,63976,200150,146,147,2569,119587,5592,5740,5739,11060,633,89822,2329,23641,6649,167681,56125,57542,55107,54829,64094,51554,8654,59352,1953,223117,7068,5311,57188,5099,11259
